Handle,Title,Body (HTML),Vendor,Standardized Product Type,Custom Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / Canada,Compare At Price / Canada,Price / Eurozone,Compare At Price / Eurozone,Price / India,Compare At Price / India,Price / International,Compare At Price / International,Status
fresh-apple-5kg,Fresh apple (5kg),"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",MBRP,,,"price_200-300, size_2kg, size_3kg, size_5kg, tags_blackberry, vendor_sundvik",true,Size,2kg,Material,india,,,01133-9-9,0.0,shopify,21,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_cea41c0a-5029-4fa5-8a29-46458a2cfeb8.jpg?v=1629201504,1,,false,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,active
fresh-apple-5kg,,,,,,,,,2kg,,canada,,,01133-9-10,0.0,shopify,21,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_a6e4d504-0ec9-4718-b664-9935d1685b46.jpg?v=1629201504,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,
fresh-apple-5kg,,,,,,,,,3kg,,india,,,01133-9-11,0.0,shopify,21,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_3a572e5f-cc6c-4656-b83c-4467dd9e7f08.jpg?v=1629201495,3,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,
fresh-apple-5kg,,,,,,,,,3kg,,canada,,,01133-9-12,0.0,shopify,21,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_e6d4dc9f-8007-4ef4-b128-0f6c7948324e.jpg?v=1629201495,4,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,
fresh-healthy-food,Fresh & Healthy Food,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Multiwebinfo,,,"price_100-200, size_1kg, size_2kg, size_5kg, tags_chikoo, vendor_flisat",true,Size,5kg,,,,,sssss-6-2-16,0.0,shopify,5,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/1_bf13d410-358b-439d-80da-5b24e487064e.jpg?v=1629201500,1,,false,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,active
fresh-healthy-food,,,,,,,,,1kg,,,,,sssss-6-2-17,0.0,shopify,7,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_3f1b1678-0806-45db-b962-7e3fc6820ff7.jpg?v=1629201500,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,
fresh-healthy-food,,,,,,,,,2kg,,,,,sssss-6-2-18,0.0,shopify,51,deny,manual,14.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_3b4c3aa8-3d1b-4a8e-b077-fd492956848b.jpg?v=1629201488,3,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,
fresh-healthy-food,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_0dc42b58-6dc2-4d04-a43b-e1769e338d4b.jpg?v=1629201488,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blackberry-100-organic,Blackberry 100%organic,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Multiweb Infotech,,,"price_200-300, size_1kg, size_2kg, size_5kg, tags_onion, vendor_Fargglad",true,Size,1kg,Material,canada,,,7856-2-6-10,0.0,shopify,12,continue,manual,18.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/16_217f84d4-de2e-49bc-be37-1bc824035039.jpg?v=1629201671,1,,false,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,active
blackberry-100-organic,,,,,,,,,1kg,,india,,,7856-2-6-11,0.0,shopify,12,continue,manual,17.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/8_04be75ee-8362-45ac-adeb-90a7cf55f6bd.jpg?v=1629201674,2,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,1kg,,germany,,,7856-2-6-12,0.0,shopify,12,continue,manual,18.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/6_608e3b6b-f83e-4234-8991-60647ac08a83.jpg?v=1629201675,3,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,2kg,,canada,,,7856-2-6-13,0.0,shopify,12,continue,manual,18.00,,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/7_4fde2417-655a-476d-9eb9-ad505b9d304b.jpg?v=1629201675,4,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,2kg,,india,,,7856-2-6-14,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,2kg,,germany,,,7856-2-6-15,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,5kg,,canada,,,7856-2-6-16,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,5kg,,india,,,7856-2-6-17,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,
blackberry-100-organic,,,,,,,,,5kg,,germany,,,7856-2-6-18,0.0,shopify,12,continue,manual,18.00,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,
fresh-grassben,Fresh grassben,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Multiweb Infotech,,,"price_200-300, size_1kg, size_2kg, size_5kg, tags_onion, vendor_Fargglad",true,Size,1kg,Material,canada,,,7856-2-6-10,0.0,shopify,12,continue,manual,15.00,31.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_e3af2cd6-0f26-42a3-8071-42cae821c669.jpg?v=1620644020,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_e3af2cd6-0f26-42a3-8071-42cae821c669.jpg?v=1620644020,kg,,,,,,,,,,,active
fresh-grassben,,,,,,,,,1kg,,india,,,7856-2-6-11,0.0,shopify,12,continue,manual,15.00,31.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_f7390f79-2601-4bf0-a996-6635b67d28c7.jpg?v=1620644039,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_f7390f79-2601-4bf0-a996-6635b67d28c7.jpg?v=1620644039,kg,,,,,,,,,,,
fresh-grassben,,,,,,,,,1kg,,germany,,,7856-2-6-12,0.0,shopify,12,continue,manual,15.00,31.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_505a1bff-4f10-455b-800e-af577270d99e.jpg?v=1620644039,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_505a1bff-4f10-455b-800e-af577270d99e.jpg?v=1620644039,kg,,,,,,,,,,,
fresh-grassben,,,,,,,,,2kg,,canada,,,7856-2-6-13,0.0,shopify,12,continue,manual,15.00,31.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/9_408cb3a7-346d-494c-910b-d9eb148fdc73.jpg?v=1620644039,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_e3af2cd6-0f26-42a3-8071-42cae821c669.jpg?v=1620644020,kg,,,,,,,,,,,
fresh-grassben,,,,,,,,,2kg,,india,,,7856-2-6-14,0.0,shopify,12,continue,manual,15.00,31.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_121ea263-d108-4ffa-af2f-f71772776b7d.jpg?v=1620644039,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_f7390f79-2601-4bf0-a996-6635b67d28c7.jpg?v=1620644039,kg,,,,,,,,,,,
fresh-grassben,,,,,,,,,2kg,,germany,,,7856-2-6-15,0.0,shopify,12,continue,manual,15.00,31.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/8.jpg?v=1620644039,6,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_505a1bff-4f10-455b-800e-af577270d99e.jpg?v=1620644039,kg,,,,,,,,,,,
fresh-grassben,,,,,,,,,5kg,,canada,,,7856-2-6-16,0.0,shopify,12,continue,manual,15.00,31.00,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4_e3af2cd6-0f26-42a3-8071-42cae821c669.jpg?v=1620644020,kg,,,,,,,,,,,
fresh-grassben,,,,,,,,,5kg,,india,,,7856-2-6-17,0.0,shopify,12,continue,manual,15.00,31.00,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3_f7390f79-2601-4bf0-a996-6635b67d28c7.jpg?v=1620644039,kg,,,,,,,,,,,
fresh-grassben,,,,,,,,,5kg,,germany,,,7856-2-6-18,0.0,shopify,12,continue,manual,15.00,31.00,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_505a1bff-4f10-455b-800e-af577270d99e.jpg?v=1620644039,kg,,,,,,,,,,,
fresh-seafoods,Fresh seafoods,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Multiweb Infotech,,,"price_200-300, size_1kg, size_2kg, size_5kg, tags_onion, vendor_Fargglad",true,Size,1kg,Material,canada,,,7856-2-6-10,0.0,shopify,12,continue,manual,18.00,44.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/33.jpg?v=1620642906,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/33.jpg?v=1620642906,kg,,,,,,,,,,,active
fresh-seafoods,,,,,,,,,1kg,,india,,,7856-2-6-11,0.0,shopify,12,continue,manual,18.00,44.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/34_34bd8b89-338f-40cb-b956-3aab4af3067b.jpg?v=1620642906,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/34_34bd8b89-338f-40cb-b956-3aab4af3067b.jpg?v=1620642906,kg,,,,,,,,,,,
fresh-seafoods,,,,,,,,,1kg,,germany,,,7856-2-6-12,0.0,shopify,12,continue,manual,18.00,44.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/35_80fdf73a-db0e-4417-bc1e-e84c8b937ace.jpg?v=1620642906,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/45_0b470264-d50a-4577-8f7c-918c39bdcad9.jpg?v=1620642907,kg,,,,,,,,,,,
fresh-seafoods,,,,,,,,,2kg,,canada,,,7856-2-6-13,0.0,shopify,12,continue,manual,18.00,44.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/44_3df89741-d7c6-4ab0-b4bf-27ab63953434.jpg?v=1620642907,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/33.jpg?v=1620642906,kg,,,,,,,,,,,
fresh-seafoods,,,,,,,,,2kg,,india,,,7856-2-6-14,0.0,shopify,12,continue,manual,18.00,44.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/45_0b470264-d50a-4577-8f7c-918c39bdcad9.jpg?v=1620642907,5,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/34_34bd8b89-338f-40cb-b956-3aab4af3067b.jpg?v=1620642906,kg,,,,,,,,,,,
fresh-seafoods,,,,,,,,,2kg,,germany,,,7856-2-6-15,0.0,shopify,12,continue,manual,18.00,44.00,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/45_0b470264-d50a-4577-8f7c-918c39bdcad9.jpg?v=1620642907,kg,,,,,,,,,,,
fresh-seafoods,,,,,,,,,5kg,,canada,,,7856-2-6-16,0.0,shopify,12,continue,manual,18.00,44.00,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/33.jpg?v=1620642906,kg,,,,,,,,,,,
fresh-seafoods,,,,,,,,,5kg,,india,,,7856-2-6-17,0.0,shopify,12,continue,manual,18.00,44.00,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/34_34bd8b89-338f-40cb-b956-3aab4af3067b.jpg?v=1620642906,kg,,,,,,,,,,,
fresh-seafoods,,,,,,,,,5kg,,germany,,,7856-2-6-18,0.0,shopify,12,continue,manual,18.00,44.00,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/45_0b470264-d50a-4577-8f7c-918c39bdcad9.jpg?v=1620642907,kg,,,,,,,,,,,
fresh-avocado,Fresh avocado,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Multiweb Infotech,,,"price_200-300, size_1kg, size_2kg, size_5kg, tags_onion, vendor_Fargglad",true,Size,1kg,Material,canada,,,7856-2-6-10,0.0,shopify,12,continue,manual,15.00,20.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3.jpg?v=1660816470,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_5ab7d51a-067a-4c36-9aea-fd18aacd6b92.jpg?v=1660816470,kg,,,,,,,,,,,active
fresh-avocado,,,,,,,,,1kg,,india,,,7856-2-6-11,0.0,shopify,12,continue,manual,15.00,20.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_5ab7d51a-067a-4c36-9aea-fd18aacd6b92.jpg?v=1660816470,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3.jpg?v=1660816470,kg,,,,,,,,,,,
fresh-avocado,,,,,,,,,1kg,,germany,,,7856-2-6-12,0.0,shopify,12,continue,manual,15.00,20.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4.jpg?v=1660816112,3,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4.jpg?v=1660816112,kg,,,,,,,,,,,
fresh-avocado,,,,,,,,,2kg,,canada,,,7856-2-6-13,0.0,shopify,12,continue,manual,15.00,20.00,true,true,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_0471a048-4f39-4ec9-9db8-45393f4d5568.jpg?v=1660816112,4,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_5ab7d51a-067a-4c36-9aea-fd18aacd6b92.jpg?v=1660816470,kg,,,,,,,,,,,
fresh-avocado,,,,,,,,,2kg,,india,,,7856-2-6-14,0.0,shopify,12,continue,manual,15.00,20.00,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3.jpg?v=1660816470,kg,,,,,,,,,,,
fresh-avocado,,,,,,,,,2kg,,germany,,,7856-2-6-15,0.0,shopify,12,continue,manual,15.00,20.00,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4.jpg?v=1660816112,kg,,,,,,,,,,,
fresh-avocado,,,,,,,,,5kg,,canada,,,7856-2-6-16,0.0,shopify,12,continue,manual,15.00,20.00,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/5_5ab7d51a-067a-4c36-9aea-fd18aacd6b92.jpg?v=1660816470,kg,,,,,,,,,,,
fresh-avocado,,,,,,,,,5kg,,india,,,7856-2-6-17,0.0,shopify,12,continue,manual,15.00,20.00,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/3.jpg?v=1660816470,kg,,,,,,,,,,,
fresh-avocado,,,,,,,,,5kg,,germany,,,7856-2-6-18,0.0,shopify,12,continue,manual,15.00,20.00,true,true,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/4.jpg?v=1660816112,kg,,,,,,,,,,,
fresh-blueberry,Fresh blueberry,"<div class=""more-description"">
<h2>More Detail</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>
<div class=""more-description"">
<h2>Key Specification</h2>
<ul>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry</li>
<li>Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsumum is simply dummy text.</li>
<li>type here your detail one by one li more add</li>
<li>has been the industry’s standard dummy text ever since. Lorem Ips</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
<li>Lorem Ipsum is simply dummy text of the printing and typesetting industry. Lorem Ipsum has been the ‘s standard dummy text. Lorem Ipsum has been the industry’s standard dummy text ever since. Lorem Ipsum is simply dummy text.</li>
</ul>
</div>",Multiweb Infotech,,,"price_200-300, size_1kg, size_2kg, size_5kg, tags_onion, vendor_Fargglad",true,Size,1kg,Material,canada,,,7856-2-6-10,0.0,,12,continue,manual,35.00,51.00,true,true,"",https://cdn.shopify.com/s/files/1/0412/8151/9765/products/1_be228c2a-2270-4d74-9999-e2aaf713e29a.jpg?v=1660816585,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/1_be228c2a-2270-4d74-9999-e2aaf713e29a.jpg?v=1660816585,kg,,,,,,,,,,,active
fresh-blueberry,,,,,,,,,1kg,,india,,,7856-2-6-11,0.0,,12,continue,manual,35.00,51.00,true,true,"",https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_f0faa15f-6149-4dd4-bf1e-a8c3d19a4cf4.jpg?v=1660816600,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0412/8151/9765/products/2_f0faa15f-6149-4dd4-bf1e-a8c3d19a4cf4.jpg?v=1660816600,kg,,,,,,,,,,,
